"Rooms","Type","Price","Distance","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
4,"h",1510000,15.5,2,2,877,178.018480650745,1948.53155842703,"Manningham City Council",-37.76397,145.15773,"Eastern Metropolitan","6202"
4,"h",1255000,15.5,2,2,309,166.536712355578,2000,"Manningham City Council",-37.76073,145.16339,"Eastern Metropolitan","6202"
4,"h",1475000,15.5,2,2,845,236,1980,"Manningham City Council",-37.77239,145.15869,"Eastern Metropolitan","6202"
5,"h",2102000,15.5,3,4,831,380,1990,"Manningham City Council",-37.77115,145.15826,"Eastern Metropolitan","6202"
4,"h",1250000,12.4,3,2,463,235,2004,"Manningham City Council",-37.76562,145.11944,"Eastern Metropolitan","5420"
3,"h",1300000,12.4,1,3,921,168.302363161832,1953.5140884268,"Manningham City Council",-37.76719,145.10341,"Eastern Metropolitan","5420"
3,"h",1155000,12.4,2,2,655,160,1970,"Manningham City Council",-37.75748,145.09691,"Eastern Metropolitan","5420"
3,"h",1080000,12.4,1,4,648,158.674722942316,1959.10017040038,"Manningham City Council",-37.75689,145.09952,"Eastern Metropolitan","5420"
4,"h",1265000,12.4,2,2,723,166.93583495805,1970,"Manningham City Council",-37.77005,145.10209,"Eastern Metropolitan","5420"
3,"h",640500,15.3,1,1,531,125.974756517272,1982.7631583351,"Whittlesea City Council",-37.68168,145.00114,"Northern Metropolitan","7955"
2,"h",1080000,7,1,1.73011288865123,300,158.674722942316,1959.10017040038,"Darebin City Council",-37.75634,145.00699,"Northern Metropolitan","8870"
3,"h",1430000,7,2,2,469,173.858938713976,1950.20763072184,"Darebin City Council",-37.75784,145.01602,"Northern Metropolitan","8870"
3,"h",990000,7,1,1,366,16,1940,"Darebin City Council",-37.75155,144.99169,"Northern Metropolitan","8870"
3,"h",1140000,7,1,1,471,113,1940,"Darebin City Council",-37.76026,145.01602,"Northern Metropolitan","8870"
3,"h",1405000,7,2,2,350,172.68350985104,1950.7654899701,"Darebin City Council",-37.75898,145.01642,"Northern Metropolitan","8870"
3,"h",1192000,7,1,2,455,139,1952,"Darebin City Council",-37.75949,145.02395,"Northern Metropolitan","8870"
5,"h",1180000,17.2,2,1.75158706150263,650,163.420652707373,1956.87490741304,"Whitehorse City Council",-37.85113,145.17217,"Eastern Metropolitan","4280"
4,"h",1305000,17.2,2,2,837,168.495964862513,1953.3633692614,"Whitehorse City Council",-37.84877,145.18236,"Eastern Metropolitan","4280"
5,"h",880000,14.7,2,1,531,147.238962087779,1967.86072793746,"Knox City Council",-37.85796,145.23855,"Eastern Metropolitan","5424"
4,"h",1008000,14.7,2,2,625,220,1980,"Knox City Council",-37.84972,145.23531,"Eastern Metropolitan","5424"
3,"t",735000,14.7,2,1,222,136.47015842605,1977.32911354412,"Knox City Council",-37.88317,145.23352,"Eastern Metropolitan","7082"
4,"h",1231000,21.1,3,2,1567,215,1990,"Manningham City Council",-37.74681,145.19746,"Eastern Metropolitan","2003"
4,"h",750000,14.5,1,2,523,137.820277821235,1976.31872157192,"Banyule City Council",-37.71723,145.08844,"Northern Metropolitan","2329"
2,"h",740000,14.5,1,2,564,136.929258945795,1976.994530534,"Banyule City Council",-37.71245,145.08915,"Northern Metropolitan","2329"
4,"h",952000,14.5,2,2,663,154,1960,"Banyule City Council",-37.69697,145.09058,"Northern Metropolitan","1442"
3,"h",500000,14.7,2,2,387,277,1985.73915275845,"Wyndham City Council",-37.87267,144.65637,"Western Metropolitan","16166"
3,"h",470000,14.7,1,1,533,100,1982,"Wyndham City Council",-37.88596,144.65964,"Western Metropolitan","16166"
3,"h",595000,14.7,1,1.6171673286839,416,271,1984.52683038305,"Wyndham City Council",-37.90273,144.66394,"Western Metropolitan","16166"
3,"h",545000,14.7,1,2,531,125,1975,"Wyndham City Council",-37.90315,144.67115,"Western Metropolitan","16166"
3,"h",454000,14.7,1,2,543,141,1982,"Wyndham City Council",-37.88507,144.67787,"Western Metropolitan","16166"
3,"h",470000,14.7,1,6,757,98.0642227657902,1985,"Wyndham City Council",-37.88406,144.65682,"Western Metropolitan","16166"
2,"h",1000000,6.4,1,2,356,75,1961.72265535057,"Maribyrnong City Council",-37.7975,144.87955,"Western Metropolitan","5058"
3,"h",910000,6.4,2,2,364,149.131483527929,1930,"Maribyrnong City Council",-37.80726,144.87576,"Western Metropolitan","5058"
3,"h",1020000,6.4,1,4,408,155.50056969723,1960.93996021346,"Maribyrnong City Council",-37.79006,144.86804,"Western Metropolitan","5058"
4,"h",1100000,16.5,2,4,1273,350,1958.61551866697,"Hume City Council",-37.67568,144.897,"Northern Metropolitan","2474"
5,"h",2100000,16.7,5,2,644,416,2016,"Monash City Council",-37.90532,145.19323,"South-Eastern Metropolitan","7392"
3,"h",850000,16.7,1,2,766,145.28650692663,1969.68952178972,"Monash City Council",-37.92029,145.17683,"South-Eastern Metropolitan","7392"
4,"h",1200000,16.7,2,4,650,164.275548149848,1956.40524231729,"Monash City Council",-37.9012,145.17872,"South-Eastern Metropolitan","7392"
3,"h",1290000,6.8,1,0,256,50,1915,"Hobsons Bay City Council",-37.86045,144.89185,"Western Metropolitan","6380"
5,"h",2720000,6.8,2,1,655,244,1910,"Hobsons Bay City Council",-37.86605,144.88686,"Western Metropolitan","6380"
3,"h",1295000,6.8,2,0,313,155,1915,"Hobsons Bay City Council",-37.86217,144.89765,"Western Metropolitan","6380"
2,"h",980000,6.8,1,1,294,120,1900,"Hobsons Bay City Council",-37.85149,144.88893,"Western Metropolitan","6380"
3,"h",1075000,6.8,2,1,269,150,1970,"Hobsons Bay City Council",-37.86157,144.8926,"Western Metropolitan","6380"
4,"h",2400000,6.8,2,2,462,28,2000,"Hobsons Bay City Council",-37.86341,144.87786,"Western Metropolitan","6380"
4,"h",1350000,4.6,2,2,1806,144,1990,"Port Phillip City Council",-37.85688,144.99854,"Southern Metropolitan","4380"
4,"h",745000,25.5,3,2,476,207,2014,"Whittlesea City Council",-37.61722,145.00067,"Northern Metropolitan","2940"
4,"h",850000,25.5,3,2,612,256,2015,"Whittlesea City Council",-37.61426,145.01891,"Northern Metropolitan","2940"
4,"h",600000,25.5,2,2,400,189,1984.36692446162,"Whittlesea City Council",-37.6145,145.02108,"Northern Metropolitan","2940"
3,"h",455000,27.2,1,4,562,95.1978889960157,1985.05917518337,"Wyndham City Council",-37.88649,144.62864,"Western Metropolitan","5262"
4,"h",550000,27.2,2,1.52454211796782,561,112.45277575135,1985.53184447753,"Wyndham City Council",-37.89631,144.61712,"Western Metropolitan","5262"
4,"h",816000,12.7,1,2,652,142.96332407953,1971.89064682567,"Banyule City Council",-37.73126,145.08248,"Northern Metropolitan","1369"
4,"h",2185000,6.3,3,2,560,216,1935,"Maribyrnong City Council",-37.81612,144.87846,"Western Metropolitan","6543"
4,"h",1850000,6.3,1,3,515,190,1915,"Maribyrnong City Council",-37.81968,144.89355,"Western Metropolitan","6543"
3,"h",890000,6.3,1,1.74594413209557,217,92,1900,"Maribyrnong City Council",-37.81082,144.88766,"Western Metropolitan","6543"
4,"h",1575000,5.7,2,1,471,187,1925,"Darebin City Council",-37.77984,145.02149,"Northern Metropolitan","2211"
3,"h",740000,11,2,2,267,136.929258945795,1976.994530534,"Hobsons Bay City Council",-37.85424,144.81874,"Western Metropolitan","5301"
4,"h",761000,15.5,2,2,503,190,1990,"Hobsons Bay City Council",-37.87774,144.77313,"Western Metropolitan","7630"
3,"h",2315000,9.7,2,2,863,242.371227159225,1941.44989184802,"Boroondara City Council",-37.79403,145.06742,"Southern Metropolitan","7809"
4,"h",780000,35.2,2,2,652,274,2010,"Casey City Council",-38.07214,145.34383,"Eastern Victoria","17093"
3,"h",1150000,13.4,1,1,653,162.075684188373,1957.52544522097,"Whitehorse City Council",-37.81,145.16294,"Eastern Metropolitan","2867"
3,"t",1900000,10.5,2,2,370,206.505768150337,1945.15747726847,"Bayside City Council",-37.9053,144.99382,"Southern Metropolitan","10579"
3,"h",650000,14,1,2,880,120,1975,"Hume City Council",-37.69336,144.92303,"Northern Metropolitan","4294"
3,"h",698000,14,1,4,632,90,1970,"Hume City Council",-37.69193,144.92779,"Northern Metropolitan","4294"
4,"h",1320000,5.2,2,0,243,133,1920,"Moreland City Council",-37.76699,144.96641,"Northern Metropolitan","11918"
4,"h",1158000,10.8,2,1,603,240,1957.35562030208,"Manningham City Council",-37.76966,145.09116,"Eastern Metropolitan","4480"
3,"h",640000,12.1,1,1.68110401895724,653,125.909558303256,1970,"Banyule City Council",-37.69684,145.04097,"Northern Metropolitan","10175"
3,"h",1250000,14.7,2,2,680,166.335630185263,1955.05298811665,"Whitehorse City Council",-37.85595,145.14235,"Eastern Metropolitan","4048"
3,"h",975000,6.7,1,2,481,138,1940,"Darebin City Council",-37.75142,144.97404,"Northern Metropolitan","11204"
3,"t",850000,6.7,2,2,220,145.28650692663,1969.68952178972,"Darebin City Council",-37.73394,144.96666,"Northern Metropolitan","3445"
4,"h",660000,20.6,2,2,448,220,2013,"Hume City Council",-37.6009,144.90096,"Northern Metropolitan","15510"
3,"h",455000,20.6,2,1,266,106,2013,"Hume City Council",-37.57286,144.90412,"Northern Metropolitan","15510"
4,"h",583000,20.6,2,4,731,170,1992,"Hume City Council",-37.60894,144.92786,"Northern Metropolitan","15510"
4,"h",613500,20.6,2,2,584,189,2005,"Hume City Council",-37.578,144.93654,"Northern Metropolitan","15510"
4,"h",740000,20.6,2,2,512,245,2017,"Hume City Council",-37.59385,144.89137,"Northern Metropolitan","15510"
4,"h",650000,20.6,2,2,694,127.193493589674,1982.3162184422,"Hume City Council",-37.60349,144.92827,"Northern Metropolitan","15510"
4,"h",700000,20.6,2,2,502,229,2010,"Hume City Council",-37.58047,144.90524,"Northern Metropolitan","15510"
3,"h",562500,20.6,2,2,653,121,1991,"Hume City Council",-37.60661,144.92949,"Northern Metropolitan","15510"
3,"h",510000,14,2,6,588,144,1990,"Hume City Council",-37.66673,144.93988,"Northern Metropolitan","2246"
3,"h",520000,14,2,5,578,96,1960,"Hume City Council",-37.66698,144.94497,"Northern Metropolitan","2246"
3,"h",642500,24.7,2,2,551,137,1970,"Greater Dandenong City Council",-37.94526,145.19999,"South-Eastern Metropolitan","8322"
5,"h",2250000,12.4,4,1,981,278,1974,"Manningham City Council",-37.78983,145.1262,"Eastern Metropolitan","9028"
5,"h",1200000,14.3,3,2,653,239,1980,"Manningham City Council",-37.79751,145.14706,"Eastern Metropolitan","10999"
4,"h",1230000,18,2,1,424,160,2015,"Banyule City Council",-37.70693,145.1477,"Eastern Metropolitan","6990"
3,"h",622000,19.6,2,2,435,123.491860612961,1983.55993361233,"Whittlesea City Council",-37.62477,145.01424,"Northern Metropolitan","10926"
3,"h",592000,19.6,2,2,360,149,1984.61831340146,"Whittlesea City Council",-37.6287,145.00557,"Northern Metropolitan","10926"
3,"h",589500,19.6,1,2,545,135,1985,"Whittlesea City Council",-37.64249,145.05521,"Northern Metropolitan","10926"
3,"h",619500,12.9,2,2,552,114,1970,"Hume City Council",-37.69758,144.88911,"Western Metropolitan","3285"
3,"h",1075000,16.7,2,2,646,158.418585475049,1959.22929861579,"Monash City Council",-37.86206,145.16452,"Eastern Metropolitan","15321"
5,"h",815000,16.7,3,2,895,145,1978,"Monash City Council",-37.89524,145.1587,"Eastern Metropolitan","15321"
4,"h",876500,11.2,2,2,600,154,1970,"Moreland City Council",-37.71283,144.91446,"Northern Metropolitan","8870"
3,"h",680000,11.2,1,6,669,130,1950,"Moreland City Council",-37.69805,144.92765,"Northern Metropolitan","8870"
3,"h",777777,11.2,1,2,650,97,1960,"Moreland City Council",-37.69824,144.92347,"Northern Metropolitan","8870"
4,"t",905000,11.2,3,2,1266,148.820040000901,1966.4344957814,"Moreland City Council",-37.71059,144.91028,"Northern Metropolitan","8870"
4,"h",675000,20.4,2,4,448,183,2013,"Hume City Council",-37.62097,144.87569,"Northern Metropolitan","4864"
3,"u",588000,8.9,1,1,809,98,2012,"Banyule City Council",-37.75791,145.07229,"Eastern Metropolitan","2890"
3,"h",428000,18.4,2,1,410,109,1980,"Wyndham City Council",-37.86608,144.68721,"Western Metropolitan","13830"
4,"h",760000,15.5,2,2,743,138.676545775097,1975.63873258682,"Brimbank City Council",-37.71354,144.7927,"Western Metropolitan","3656"
3,"h",616000,11.7,1,2,169,122.655297322708,1983.79599296003,"Brimbank City Council",-37.73562,144.86741,"Western Metropolitan","5629"
3,"h",950000,11.7,1,2,649,151.548301301793,1964.04513518711,"Brimbank City Council",-37.74317,144.86868,"Western Metropolitan","5629"
4,"h",1000000,11.7,2,2,545,233,1980,"Brimbank City Council",-37.74794,144.87634,"Western Metropolitan","5629"
3,"h",635000,10.4,1.43081914939732,1.67568570874801,480.365436877556,125.251758306302,1983.01045344575,"Brimbank City Council",-37.71934,144.85659,"Western Metropolitan","1119"
3,"h",1122500,3.4,1,0,170,160.780801469957,1958.11093813586,"Melbourne City Council",-37.79399,144.93212,"Northern Metropolitan","5263"
3,"h",800000,12.1,1,2,552,141.809959847846,1972.95063341848,"Darebin City Council",-37.7178,145.03501,"Northern Metropolitan","1414"
3,"h",730000,24.8,1,2,622,106,1980,"Knox City Council",-37.91857,145.27292,"South-Eastern Metropolitan","2126"
3,"h",380000,29.8,1,1,570,105,1980,"Melton City Council",-37.69648,144.57923,"Western Victoria","4718"
4,"h",610000,25.9,2,2,448,148,2016,"Whittlesea City Council",-37.59945,145.06712,"Northern Metropolitan","5812"
5,"h",780000,17.9,2,2,681,175,1990,"Whittlesea City Council",-37.67273,145.06998,"Northern Metropolitan","10529"
3,"h",763000,17.9,2,4,620,130,1985,"Whittlesea City Council",-37.67329,145.06874,"Northern Metropolitan","10529"
4,"h",845000,18.8,1,3,650,152,1970,"Monash City Council",-37.92092,145.17123,"South-Eastern Metropolitan","7113"
4,"h",920000,22.7,3,5,661,149.748806901509,1965.61508322851,"Greater Dandenong City Council",-37.97231,145.18881,"South-Eastern Metropolitan","11806"
3,"h",1010000,5.3,1,2,422,154.952380050147,1961.31945115362,"Darebin City Council",-37.76798,144.98901,"Northern Metropolitan","11364"
4,"h",1700000,5.3,1,2,486,156,1940,"Darebin City Council",-37.77373,145.01414,"Northern Metropolitan","11364"
4,"h",1375000,5.3,1,2,496,171.343633343809,1951.46976348649,"Darebin City Council",-37.7738,145.01476,"Northern Metropolitan","11364"
3,"h",1660000,5.3,1,2,626,117,1925,"Darebin City Council",-37.77193,145.01048,"Northern Metropolitan","11364"
4,"h",1140000,12.3,2,2,733,161.611126174754,1957.73688487184,"Monash City Council",-37.89974,145.11705,"Southern Metropolitan","2547"
4,"h",667000,43.3,2,2,576,129.280157362037,1981.45386833768,"Cardinia Shire Council",-38.06706,145.42415,"Eastern Victoria","2768"
3,"h",510000,47.3,1,0,945,106,1979,"Cardinia Shire Council",-38.07646,145.46778,"Eastern Victoria","17384"
4,"h",640000,14.7,2,2,448,180,2010,"Wyndham City Council",-37.91013,144.74066,"Western Metropolitan","15542"
4,"h",543080,14.7,2,2,354,111.283877916927,1985.61701132048,"Wyndham City Council",-37.90376,144.75973,"Western Metropolitan","15542"
3,"t",516000,14.7,2,2,187,138,2006,"Wyndham City Council",-37.87814,144.74433,"Western Metropolitan","15542"
3,"h",2465000,3.5,1,1,367,255.147924026536,1942.55248891668,"Melbourne City Council",-37.83397,144.93677,"Southern Metropolitan","8648"
3,"t",1100000,3.5,1,1.73909401879134,89,159.682106690614,1995,"Melbourne City Council",-37.83208,144.94679,"Southern Metropolitan","8648"
2,"u",460000,12,1,2,176,90,1998,"Darebin City Council",-37.69898,145.02387,"Northern Metropolitan","21650"
2,"h",650000,12,1,2,581,75,1950,"Darebin City Council",-37.72768,145.02981,"Northern Metropolitan","21650"
3,"h",822000,12,1,1,761,143.38469799842,1971.49607063895,"Darebin City Council",-37.70891,145.02801,"Northern Metropolitan","21650"
4,"h",705000,20.6,2,2,498,317,2000,"Hume City Council",-37.63457,144.93155,"Northern Metropolitan","5833"
3,"h",600000,20.6,2,2,532,120.34892798233,1984.36692446162,"Hume City Council",-37.63698,144.92965,"Northern Metropolitan","5833"
4,"h",622000,20.6,2,1,530,0,1998,"Hume City Council",-37.62352,144.93133,"Northern Metropolitan","5833"
2,"t",730000,6.2,1,1,215,136.001850426439,1977.66069636132,"Hobsons Bay City Council",-37.83167,144.87129,"Western Metropolitan","984"
4,"h",774000,20.5,2,2,517,139.821738238308,2013,"Whittlesea City Council",-37.61894,145.06873,"Northern Metropolitan","7969"
3,"h",540000,31.7,2,2,690,110.758283328034,1985.6491834515,"Hume City Council",-37.56636,144.70553,"Western Metropolitan","14092"
3,"h",650000,31.7,2,1,775,127.193493589674,1982.3162184422,"Hume City Council",-37.57439,144.72738,"Western Metropolitan","14092"
3,"h",645000,18,2,2,646,126.55679083982,1982.55454882779,"Brimbank City Council",-37.70063,144.76042,"Western Metropolitan","3640"
5,"h",610000,18.4,2,2,550,214,2010,"Wyndham City Council",-37.83753,144.66697,"Western Metropolitan","10160"
4,"h",700000,18,2,2,630,239,2005,"Melton City Council",-37.71782,144.75353,"Western Metropolitan","4242"
4,"h",592500,15.3,1,4,567,119.230018064847,1985,"Whittlesea City Council",-37.68208,145.00124,"Northern Metropolitan","7955"
5,"h",1180501,14.7,3,2,392,324,2012,"Knox City Council",-37.88011,145.23567,"Eastern Metropolitan","7082"
3,"h",723500,14.7,1,1,808,135.379174623498,1978.08647993105,"Wyndham City Council",-37.89639,144.66498,"Western Metropolitan","16166"
3,"h",504000,14.7,2,2,600,104.392637690509,1985.75846669186,"Wyndham City Council",-37.89506,144.64168,"Western Metropolitan","16166"
4,"h",597500,25.5,2,2,400,119.978625366005,1984.44802808353,"Whittlesea City Council",-37.61106,145.039,"Northern Metropolitan","2940"
4,"h",740000,25.5,2,2,512,210,2014,"Whittlesea City Council",-37.61177,145.03887,"Northern Metropolitan","2940"
3,"h",1366000,3,1,2,307,170.956929692873,1900,"Yarra City Council",-37.80103,144.99929,"Northern Metropolitan","4019"
3,"h",1750000,7.5,1,1,617,194.126515818981,1945.34781359594,"Moonee Valley City Council",-37.76045,144.89391,"Western Metropolitan","1543"
3,"h",1350000,7.5,1,1,474,170.286542667461,1952.09835580816,"Moonee Valley City Council",-37.75902,144.89921,"Western Metropolitan","1543"
4,"h",820000,10.4,1,1,612,143.244858461246,1971.62737658021,"Moonee Valley City Council",-37.71759,144.88752,"Western Metropolitan","3464"
2,"u",530000,10.4,1,1,273,80,1985.72921819179,"Moonee Valley City Council",-37.71903,144.87558,"Western Metropolitan","3464"
2,"t",1422000,3,2,1,1488,173.476824064326,1950.38360638608,"Port Phillip City Council",-37.84862,144.95131,"Southern Metropolitan","3280"
3,"h",750000,10.5,1,2,697,146,1950,"Brimbank City Council",-37.77824,144.81604,"Western Metropolitan","2185"
3,"h",781000,10.5,2,2,292,164,2015,"Brimbank City Council",-37.77792,144.81678,"Western Metropolitan","2185"
